Marka,Seri,Model,Başlik,Yakit,Vites,Kilometre,Yil,Price;
BMW,3 Serisi,320d Comfort,2010 BMW 3.20D FIRSAT ARACI AĞIR HASAR PERT YOK,Dizel,Yarı Otomatik,285.000,2010,91.900 TL;
Renault,Fluence,1.5 dCi Joy,sahibinden temiz fluence,Dizel,Yarı Otomatik,221.000,2013,74.500 TL;
Renault,Megane,1.5 dCi Touch,KILIÇ AUTO DAN HATASIZ BOYASIZ,Dizel,Yarı Otomatik,84.230,2017,147.500 TL;
Skoda,Octavia,1.6 TDI Optimal,49.500 TL PEŞİNAT 2016 OCTAVIA 1.6 TDI OPTIMAL DSG 110PS HATASIZ,Dizel,Yarı Otomatik,77.070,2016,144.000 TL;
Hyundai,Elantra,1.6 CRDi Elite,hundai elantra temiz,Dizel,Yarı Otomatik,82.000,2016,140.000 TL;
Renault,Talisman,1.5 dCi Icon,SEHAMOTORS.2016.­TALISMAN.ICON.1.­5DCI.4CONTROL.4­0BİN.KM.BOYASIZ.,Dizel,Yarı Otomatik,40.000,2016,196.000 TL;
Kia,Ceed,1.6 CRDi Concept Plus,2016 ÇIKIŞLI KİA CEED OTOMATİK FUL+FUL İLK ELDEN SERVİS BAKIMLI,Dizel,Yarı Otomatik,130.000,2015,131.500 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,YENİ KASA LANSMAN RENK VW JETTA 1.6 TDİ DSG,Dizel,Yarı Otomatik,125.000,2015,148.500 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,TERTEMİZ PASSAT!!!,Dizel,Yarı Otomatik,137.700,2013,147.000 TL;
Audi,A6,A6 Sedan 2.0 TDI,İLK SAHIBINDEN AUDI A6 2.0 TDI 170 HP FUL DOGUS BAKIMLI,Dizel,Yarı Otomatik,135.000,2011,247.500 TL;
BMW,3 Serisi,320d GT Luxury,2013 f34 TEMİZ SAHİBİNDEN OFFROAD TAKASLI,Dizel,Yarı Otomatik,230.000,2013,218.000 TL;
Renault,Megane,1.5 dCi Joy,Hasar Kayıtsız Dizel Otomatik,Dizel,Yarı Otomatik,196.200,2014,83.750 TL;
Skoda,Octavia,1.6 TDI Optimal,2016 EMSALSİZ TEMİZLİKTE OCTAVİA DEĞİŞENSİZ TRAMERSİZ,Dizel,Yarı Otomatik,189.000,2016,122.500 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,sahibinden temiz jetta,Dizel,Yarı Otomatik,122.000,2012,128.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,SAHİBİNDEN BAKIMLI TEMİZ MASRAFSIZ DSG,Dizel,Yarı Otomatik,153.000,2013,122.000 TL;
Volkswagen,Passat,2.0 TDI Highline,SAHİBİNDEN 2008 MODEL PASSAT HİGHLİNE FUUL tFUUL F1 DİREKSİYON,Dizel,Yarı Otomatik,328.500,2008,75.750 TL;
Volvo,S80,2.0 D Advance,2016 S80 D4 8 İLERİ OTOMATİK 181 HP ADVANCE+SUNR­OOF+BOYASIZ 90KM,Dizel,Yarı Otomatik,90.000,2015,277.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,FULL+FULL HIGHLINE SUNROOF CAM TAVAN BEYAZ GOLF,Dizel,Yarı Otomatik,165.000,2013,137.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,AKDAGLAR AUTO'DAN 2015 JETTA TAVAN ICI BEJ DSG HATASIZ BOYASIZ,Dizel,Yarı Otomatik,92.000,2015,161.000 TL;
Volkswagen,Polo,1.4 TDI Comfortline,2016 POLO 1.4 DİZEL OTOMATİK COMFORTLİNE 120 BİN KM'DE ORJİNAL,Dizel,Yarı Otomatik,120.000,2016,115.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,FULL+FULL HIGHLINE SUNROOF CAM TAVAN BEYAZ GOLF,Dizel,Yarı Otomatik,165.000,2013,137.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,AKDAGLAR AUTO'DAN 2015 JETTA TAVAN ICI BEJ DSG HATASIZ BOYASIZ,Dizel,Yarı Otomatik,92.000,2015,161.000 TL;
Volkswagen,Polo,1.4 TDI Comfortline,2016 POLO 1.4 DİZEL OTOMATİK COMFORTLİNE 120 BİN KM'DE ORJİNAL,Dizel,Yarı Otomatik,120.000,2016,115.000 TL;
Volkswagen,Passat,1.9 TDI Exclusive,NEFES AUTO DAN 2005 PASSTA,Dizel,Yarı Otomatik,263.000,2005,55.250 TL;
Renault,Talisman,1.6 dCi Icon,EKİNCİLER'DEN 2018 TALİSMAN 1.6 DCİ İCON 160'HP CAM TAVAN HATASZ,Dizel,Yarı Otomatik,35.000,2018,258.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Trendline,SAHİBİNDEN 2015 PASSAT 1.6 TDI 120 BMT DSG,Dizel,Yarı Otomatik,194.000,2015,155.500 TL;
Volkswagen,Passat,1.9 TDI Exclusive,SAHİBİNDEN ORJİNAL 210.000 KM 1.9TDİ PASSAT Exclusive,Dizel,Yarı Otomatik,210.000,2005,64.250 TL;
Audi,A3,A3 Sportback 1.6 TDI,HATASIZ BOYASIZ ÇİZİKSİZ 2018 11. AY ÇIKIŞLI 21000 KM DE A3 SPOR,Dizel,Yarı Otomatik,21.000,2018,249.500 TL;
Renault,Fluence,1.5 dCi Joy,İLK GELEN ALIR OTOMATİK ORJİNAL,Dizel,Yarı Otomatik,171.000,2013,76.500 TL;
Fiat,Egea,1.6 Multijet Comfort,SAHIBINDEN HATASIZ 2017 EGEA DIZEL OTOMATIK,Dizel,Yarı Otomatik,43.500,2017,119.500 TL;
BMW,5 Serisi,520d M Sport,TÜRKİYE TEK DOLULAR DOLUSU M SPORT VİDEOLU İLAN BAKMADAN GEÇME,Dizel,Yarı Otomatik,199.500,2011,219.750 TL;
Hyundai,Elantra,1.6 CRDi Elite Plus,hyundai 1.6 dizel otomatik boyasız bakmadan geçmeyin,Dizel,Yarı Otomatik,34.000,2016,161.500 TL;
Audi,A3,A3 Sportback 1.6 TDI,ÖNDERLER GROUP-HATASIZ BOYASIZ TRAMERSİZ A3-SPORTBAC­K-AMBİTİON !,Dizel,Yarı Otomatik,127.000,2012,140.000 TL;
Renault,Clio,1.5 dCi Icon,DEĞİŞENSİZ BOYASIZ FULL ORJINAL OTOMATİK,Dizel,Yarı Otomatik,101.000,2016,116.500 TL;
"Audi,A6,A6 Sedan 2.0 TDI,""ÇARŞAMBA GÜNÜNE KADAR OPSİYONLANMIŞTIR, İLGİNİZE TEŞEKKÜRLER"",Dizel,Yarı Otomatik,158.000,2014,265.000 TL";
Skoda,Octavia,1.6 TDI Style CR,39.000 km de özel sipariş otomatik pilotlu,Dizel,Yarı Otomatik,39.000,2015,205.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,SAHİBİN DEN 177 LİK AUDİ A4 OTAMATİK,Dizel,Yarı Otomatik,164.000,2012,159.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,Hata boya tramer yok servis bakımlı,Dizel,Yarı Otomatik,37.000,2018,315.000 TL;
Toyota,Corolla,1.4 D-4D Advance,FLYCAR//2018 HATASIZ BOYASIZ 82.017 KMDE ADVANCE İÇİ BEJ+KEYLESS,Dizel,Yarı Otomatik,82.017,2018,153.750 TL;
Renault,Fluence,1.5 dCi Icon,CARBON AUTO'DAN BAYRAM'A ÖZEL SON İNDİRİM KAÇIRILMICAK FIRSAT,Dizel,Yarı Otomatik,220.000,2015,87.000 TL;
Audi,A5,A5 Sportback 2.0 TDI Quattro,FATİHTEN 2015 AUDİ A5 SPORTBACK 2.0 TDI QUATTRO 190 HP.150.000KM,Dizel,Yarı Otomatik,150.000,2015,259.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,///2014+AUDİ+A4+LİMU­SINE+FULL+HATASIZ///,Dizel,Yarı Otomatik,195.000,2014,191.500 TL;
Toyota,Corolla,1.4 D-4D Advance,2014 - TOYOTA COROLLA 1.4 D-D4 ADVANCE // 118.000 KM'DE-,Dizel,Yarı Otomatik,118.000,2014,109.850 TL;
Renault,Fluence,1.5 dCi Icon,ERTEMEL GROUP 2015 FLUENCE 1.5DCİ İCON+PRESTİGE EDC SUNROF-XENON,Dizel,Yarı Otomatik,101.000,2015,117.500 TL;
Renault,Megane,1.5 dCi Icon,SAHİBİNDEN HATASIZ KAZASIZ + AÇILIR CAM TAVAN,Dizel,Yarı Otomatik,15.000,2017,182.750 TL;
Volkswagen,Jetta,1.6 TDI Trendline,VW JETTA DİZEL OTOMATİK PIRIL PIRIL ARAÇ,Dizel,Yarı Otomatik,251.000,2010,74.500 TL;
Mercedes - Benz,E Serisi,E 220 CDI BlueEfficiency,GÜNEYDOĞUDAN E220CDİ AVANTGARDE OTOMATİK SANROOF 05324628507,Dizel,Yarı Otomatik,425.000,2010,158.600 TL;
Ford,Focus,1.5 TDCi Trend X,HATASIZ-BOYASIZ - 86000 KM-OTOMATİK VİTES-FORD FOCUS TREND X,Dizel,Yarı Otomatik,86.000,2016,142.500 TL;
Volkswagen,Polo,1.4 TDI BlueMotion,3 BEY AUTODAN VOLKSWAGEN POLO 1.4 TDİ OTOMATİK,Dizel,Yarı Otomatik,61.500,2015,119.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,BOYASIZ DESİGN+PRESTİGE CAM TAVAN MATRİX LED STOP GERİ GÖRÜŞ,Dizel,Yarı Otomatik,29.000,2019,248.500 TL;
BMW,3 Serisi,320d Modern Line,MSR DEN F80,Dizel,Yarı Otomatik,182.000,2013,209.000 TL;
Skoda,Octavia,1.6 TDI Elegance CR,HATASIZ BOYASIZ OCTAVİA CAM TAVANLI BEYAZ İÇİ BEJ SERVİS BAKIMLI,Dizel,Yarı Otomatik,133.000,2014,149.500 TL;
BMW,5 Serisi,525d xDrive Premium,ER OTO DAN 2014 BMW 525d XDRİVE VAKUM+HAYALET PREMİUM BAYİ,Dizel,Yarı Otomatik,174.000,2014,287.000 TL;
Renault,Megane,1.5 dCi GT-Line,ER OTO DAN 2012 MEGANE GT-LİNE DİZEL OTOMATİK VİTES 52.000 KM,Dizel,Yarı Otomatik,52.000,2012,109.500 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,SAHİBİNDEN MASRAFSIZ 2015 KASA JETTA,Dizel,Yarı Otomatik,117.000,2014,139.750 TL;
Renault,Clio,1.5 dCi Icon,İLK ELDEN %18FATURALI 2018 OTOMATİK CLİO İCON,Dizel,Yarı Otomatik,40.000,2018,129.500 TL;
Skoda,Superb,1.6 TDI Prestige,2016 SUPERB PRESTİGE DSG,Dizel,Yarı Otomatik,72.000,2016,200.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,SAYIN OTOMOTİV DEN MUHTEŞEM TEMİZLİKTE 177 HP A.4,Dizel,Yarı Otomatik,195.000,2012,152.900 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Comfortline,MSR DEN ÇİZİKSİZ,Dizel,Yarı Otomatik,160.000,2016,144.500 TL;
BMW,5 Serisi,520d Executive M Sport,2017 BMW 520d Executive M Sport 190 HP+İLK EL+ BOYASIZ+HATASIZ,Dizel,Yarı Otomatik,40.000,2017,689.000 TL;
Audi,A6,A6 Sedan 2.0 TDI,DLV AUTODAN A6,Dizel,Yarı Otomatik,395.000,2011,129.900 TL;
Audi,A6,A6 Sedan 2.0 TDI,TR'de TEK-170 LİK-YENİ KASA-ISITMA/EL­EKTRK/HAFIZA-­FULL+FULL-BAYİ,Dizel,Yarı Otomatik,265.000,2010,158.750 TL;
Toyota,Auris,1.4 D-4D Elegant,SAHİBİNDEN DİZEL OTOMATİK DEĞİŞENSİZ HATASIZ,Dizel,Yarı Otomatik,244.000,2008,75.950 TL;
BMW,5 Serisi,525d xDrive Premium,ACR MOTORS 2015 525xdrive Premium HAYALET VAKUM 90.000km,Dizel,Yarı Otomatik,90.000,2015,345.000 TL;
BMW,3 Serisi,320d Luxury,BOYASIZ+HATAS­IZ+TRAMERSİZ LUXURY (K.ISITMA+HIZ SABİTLEME+SUNROOF,Dizel,Yarı Otomatik,166.000,2013,220.000 TL;
Renault,Fluence,1.5 dCi Icon,2015 ICON PAKET 115 km,Dizel,Yarı Otomatik,115.000,2015,108.000 TL;
Renault,Fluence,1.5 dCi Icon,2015 FLUENCE 1.5 DCI EDC ICON BOYASIZ+DEĞİ ŞENSİZ+HASAR KAYITSIZ,Dizel,Yarı Otomatik,145.000,2015,107.000 TL;
Volkswagen,Passat,2.0 TDI BlueMotion Highline,SAHİBİNDEN PASSAT highline ful PAKET,Dizel,Yarı Otomatik,202.000,2014,150.750 TL;
Volkswagen,Passat,2.0 TDI Comfortline,HATA BOYA DEĞİŞEN HASAR KAYDI YOK,Dizel,Yarı Otomatik,298.000,2007,85.900 TL;
Renault,Fluence,1.5 dCi Icon,sahibinden temiz fluance,Dizel,Yarı Otomatik,74.000,2016,120.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,HATASIZ BOYASIZ YALÇIN AUTO DAN,Dizel,Yarı Otomatik,142.000,2013,148.750 TL;
Renault,Clio,1.5 dCi SportTourer Touch,INTERCITY2 RENAULT Clio Sport Tourer 1.5 DCI Touch EDC,Dizel,Yarı Otomatik,99.221,2016,105.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,MARAŞLIOĞLU MOTORS 2013 VOLKSWAGEN JETTA HATASIZ TRAMERSİZ,Dizel,Yarı Otomatik,153.000,2013,122.500 TL;
Volvo,V40,1.6 D Advance,TRDe En Düşüğü Acill Bu Fiyata Yok 2015 Model Volvo V40,Dizel,Yarı Otomatik,182.000,2015,145.000 TL;
Renault,Clio,1.5 dCi Touch,2015 CLİO TOUCH OTOMATİK NAGİVASYON-BOYASIZ-D­EĞİŞENSİZ-TRAMERSİZ,Dizel,Yarı Otomatik,91.000,2015,106.500 TL;
Renault,Fluence,1.5 dCi Touch,TOHC OTOMOTİK 110 LUK ÇELİK JANT LED HATASIZ,Dizel,Yarı Otomatik,154.000,2015,98.000 TL;
BMW,5 Serisi,520d Premium,2009 ÇOK TEMİZ SIFIR AYARINDA 5.20D PREMİUM FULL PAKET HATASIZ,Dizel,Yarı Otomatik,227.000,2009,155.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2016 MODEL WOLKSVAGEN PASSAT 1.6 DİZEL OTOMOTİK COMFORTLİNE,Dizel,Yarı Otomatik,86.000,2016,205.000 TL;
Skoda,Octavia,1.6 TDI Style,YAŞAR'DAN 2018 OCTAVİA 1.6 TDİ STYLE DSG//BOYASIZ//CAM TAVAN//,Dizel,Yarı Otomatik,72.000,2018,195.000 TL;
Hyundai,Accent Blue,1.6 CRDI Mode,TAMAMINA KREDİ İMKANI,Dizel,Yarı Otomatik,79.000,2017,117.500 TL;
Skoda,Octavia,1.6 TDI Optimal,İLK ELDEN HATASIZ YÜKSEK TORKLU DİZEL OTOMATİK DÜŞÜK KM OCTAVİA,Dizel,Yarı Otomatik,49.684,2016,154.900 TL;
Audi,A6,A6 Sedan 2.0 TDI,DLV AUTODAN A6,Dizel,Yarı Otomatik,395.000,2011,129.900 TL;
Audi,A6,A6 Sedan 2.0 TDI,TR'de TEK-170 LİK-YENİ KASA-ISITMA/EL­EKTRK/HAFIZA-­FULL+FULL-BAYİ,Dizel,Yarı Otomatik,265.000,2010,158.750 TL;
Toyota,Auris,1.4 D-4D Elegant,SAHİBİNDEN DİZEL OTOMATİK DEĞİŞENSİZ HATASIZ,Dizel,Yarı Otomatik,244.000,2008,75.950 TL;
BMW,5 Serisi,525d xDrive Premium,ACR MOTORS 2015 525xdrive Premium HAYALET VAKUM 90.000km,Dizel,Yarı Otomatik,90.000,2015,345.000 TL;
BMW,3 Serisi,320d Luxury,BOYASIZ+HATAS­IZ+TRAMERSİZ LUXURY (K.ISITMA+HIZ SABİTLEME+SUNROOF,Dizel,Yarı Otomatik,166.000,2013,220.000 TL;
Renault,Fluence,1.5 dCi Icon,2015 ICON PAKET 115 km,Dizel,Yarı Otomatik,115.000,2015,108.000 TL;
Renault,Fluence,1.5 dCi Icon,2015 FLUENCE 1.5 DCI EDC ICON BOYASIZ+DEĞİ ŞENSİZ+HASAR KAYITSIZ,Dizel,Yarı Otomatik,145.000,2015,107.000 TL;
Volkswagen,Passat,2.0 TDI BlueMotion Highline,SAHİBİNDEN PASSAT highline ful PAKET,Dizel,Yarı Otomatik,202.000,2014,150.750 TL;
Volkswagen,Passat,2.0 TDI Comfortline,HATA BOYA DEĞİŞEN HASAR KAYDI YOK,Dizel,Yarı Otomatik,298.000,2007,85.900 TL;
Renault,Fluence,1.5 dCi Icon,sahibinden temiz fluance,Dizel,Yarı Otomatik,74.000,2016,120.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,HATASIZ BOYASIZ YALÇIN AUTO DAN,Dizel,Yarı Otomatik,142.000,2013,148.750 TL;
Renault,Clio,1.5 dCi SportTourer Touch,INTERCITY2 RENAULT Clio Sport Tourer 1.5 DCI Touch EDC,Dizel,Yarı Otomatik,99.221,2016,105.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,MARAŞLIOĞLU MOTORS 2013 VOLKSWAGEN JETTA HATASIZ TRAMERSİZ,Dizel,Yarı Otomatik,153.000,2013,122.500 TL;
Volvo,V40,1.6 D Advance,TRDe En Düşüğü Acill Bu Fiyata Yok 2015 Model Volvo V40,Dizel,Yarı Otomatik,182.000,2015,145.000 TL;
Renault,Fluence,1.5 dCi Touch,TOHC OTOMOTİK 110 LUK ÇELİK JANT LED HATASIZ,Dizel,Yarı Otomatik,154.000,2015,98.000 TL;
BMW,5 Serisi,520d Premium,2009 ÇOK TEMİZ SIFIR AYARINDA 5.20D PREMİUM FULL PAKET HATASIZ,Dizel,Yarı Otomatik,227.000,2009,155.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,2016 MODEL WOLKSVAGEN PASSAT 1.6 DİZEL OTOMOTİK COMFORTLİNE,Dizel,Yarı Otomatik,86.000,2016,205.000 TL;
Skoda,Octavia,1.6 TDI Style,YAŞAR'DAN 2018 OCTAVİA 1.6 TDİ STYLE DSG//BOYASIZ//CAM TAVAN//,Dizel,Yarı Otomatik,72.000,2018,195.000 TL;
Hyundai,Accent Blue,1.6 CRDI Mode,TAMAMINA KREDİ İMKANI,Dizel,Yarı Otomatik,79.000,2017,117.500 TL;
Volkswagen,Polo,1.6 TDI Comfortline,İçten otomotivden güvencesiyle özel plaka,Dizel,Yarı Otomatik,38,2019,177.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,İHTİYAÇTAN SATILIK HATASIZ,Dizel,Yarı Otomatik,120.000,2015,168.000 TL;
Audi,A4,A4 Sedan 2.0 TDI Dynamic,2O16-ÇKIŞLI+ 6O.OOO-KM'DE+ DİZEL+ F1+ 19O-BG+DERİ+I­SITMA+BOYASIZ,Dizel,Yarı Otomatik,60.000,2016,289.900 TL;
Renault,Megane,1.5 dCi Touch,INTERCITY2 RENAULT Megane Sedan 1.5 DCI Touch EDC(%18 KDV DAHIL),Dizel,Yarı Otomatik,45.586,2018,155.000 TL;
Skoda,Octavia,1.6 TDI Optimal,Sahibinden boyasız değişensiz masrafsız,Dizel,Yarı Otomatik,182.000,2014,128.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,HATASIZ BOYASIZ DEĞİŞENSİZ GOLF,Dizel,Yarı Otomatik,90.000,2015,175.000 TL;
Volkswagen,Polo,1.6 TDI Comfortline,AK FİLO'DAN 2018 VW POLO 1.6 TDİ COMFORTLİNE OTOMATİK - 30.000KM,Dizel,Yarı Otomatik,30.000,2018,150.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion R Line,ilk sahibinden passat Rline full paket,Dizel,Yarı Otomatik,72.000,2018,335.000 TL;
Renault,Clio,1.5 dCi Touch,2017 RENAULT CLIO 1.5 DCI HB TOUCH 90 BG EDC DİZEL OTOMATİK,Dizel,Yarı Otomatik,150.552,2017,104.900 TL;
Audi,A6,A6 Sedan 3.0 TDI Quattro,BU DOLULUKTA BAŞKA YOK ÇİCEKGİBİ TERTEMİZ MASRAFSIZ ACİL ACİLLL,Dizel,Yarı Otomatik,350.400,2008,117.750 TL;
Seat,Ibiza,1.4 TDI Style,İŞ CAR-LED-LED STOP- KIRMIZI-DSG -KİMLİKLE 60 AY KREDİ-VADE OLUR,Dizel,Yarı Otomatik,122.422,2016,112.900 TL;
"Volkswagen,Passat,1.6 TDI BlueMotion Business,""Dizel, Sunroof, Yarı elektirikli sürücü koltuğu"",Dizel,Yarı Otomatik,3.600,2019,305.000 TL";
Seat,Leon,1.6 TDI CR Style,HATASIZ BOYASIZ 2014 SEAT LEON DSG,Dizel,Yarı Otomatik,107.000,2014,124.900 TL;
Ford,Focus,1.5 TDCi Titanium,KESİCİ OTOMOTİV 2017 FORD FOCUS 1.5 TDCI TİTANYUM 17.000 KM,Dizel,Yarı Otomatik,17.000,2017,180.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,sahibinden satılık passat,Dizel,Yarı Otomatik,40.000,2017,255.000 TL;
Audi,A6,A6 Sedan 2.0 TDI Quattro,2016 BAYİ 2.0 TDİ QUATTRO+NAVİGASYON+V­AKUM+HAFIZA+E.BAGAJ,Dizel,Yarı Otomatik,82.000,2016,402.000 TL;
Ford,Focus,1.5 TDCi Trend X,DİZEL OTOMATİK FOCUS...,Dizel,Yarı Otomatik,131.000,2015,95.750 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,orjinal passat,Dizel,Yarı Otomatik,146.500,2015,176.000 TL;
Volkswagen,Polo,1.4 TDI Comfortline,SAHİBİNDEN ÇOK TEMİZ ARAÇ,Dizel,Yarı Otomatik,135.500,2016,117.500 TL;
Mercedes - Benz,E Serisi,E 250 CDI Elite,Hatasız boyasız,Dizel,Yarı Otomatik,127.000,2014,385.000 TL;
Skoda,Octavia,1.6 TDI Optimal,Sahibinden boyasız değişensiz masrafsız,Dizel,Yarı Otomatik,182.000,2014,128.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,HATASIZ BOYASIZ DEĞİŞENSİZ GOLF,Dizel,Yarı Otomatik,90.000,2015,175.000 TL;
Volkswagen,Polo,1.6 TDI Comfortline,AK FİLO'DAN 2018 VW POLO 1.6 TDİ COMFORTLİNE OTOMATİK - 30.000KM,Dizel,Yarı Otomatik,30.000,2018,150.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion R Line,ilk sahibinden passat Rline full paket,Dizel,Yarı Otomatik,72.000,2018,335.000 TL;
Renault,Clio,1.5 dCi Touch,2017 RENAULT CLIO 1.5 DCI HB TOUCH 90 BG EDC DİZEL OTOMATİK,Dizel,Yarı Otomatik,150.552,2017,104.900 TL;
Audi,A6,A6 Sedan 3.0 TDI Quattro,BU DOLULUKTA BAŞKA YOK ÇİCEKGİBİ TERTEMİZ MASRAFSIZ ACİL ACİLLL,Dizel,Yarı Otomatik,350.400,2008,117.750 TL;
Seat,Ibiza,1.4 TDI Style,İŞ CAR-LED-LED STOP- KIRMIZI-DSG -KİMLİKLE 60 AY KREDİ-VADE OLUR,Dizel,Yarı Otomatik,122.422,2016,112.900 TL;
"Volkswagen,Passat,1.6 TDI BlueMotion Business,""Dizel, Sunroof, Yarı elektirikli sürücü koltuğu"",Dizel,Yarı Otomatik,3.600,2019,305.000 TL";
Seat,Leon,1.6 TDI CR Style,HATASIZ BOYASIZ 2014 SEAT LEON DSG,Dizel,Yarı Otomatik,107.000,2014,124.900 TL;
Ford,Focus,1.5 TDCi Titanium,KESİCİ OTOMOTİV 2017 FORD FOCUS 1.5 TDCI TİTANYUM 17.000 KM,Dizel,Yarı Otomatik,17.000,2017,180.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,sahibinden satılık passat,Dizel,Yarı Otomatik,40.000,2017,255.000 TL;
Audi,A6,A6 Sedan 2.0 TDI Quattro,2016 BAYİ 2.0 TDİ QUATTRO+NAVİGASYON+V­AKUM+HAFIZA+E.BAGAJ,Dizel,Yarı Otomatik,82.000,2016,402.000 TL;
Ford,Focus,1.5 TDCi Trend X,DİZEL OTOMATİK FOCUS...,Dizel,Yarı Otomatik,131.000,2015,95.750 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Comfortline,orjinal passat,Dizel,Yarı Otomatik,146.500,2015,176.000 TL;
Volkswagen,Polo,1.4 TDI Comfortline,SAHİBİNDEN ÇOK TEMİZ ARAÇ,Dizel,Yarı Otomatik,135.500,2016,117.500 TL;
Mercedes - Benz,E Serisi,E 250 CDI Elite,Hatasız boyasız,Dizel,Yarı Otomatik,127.000,2014,385.000 TL;
Audi,A5,A5 Sportback 2.0 TDI Quattro,AUDİ A5 2.0 TDI QUATTRO HATASIZ BOYASIZ TEK ELDEN KULLANILMIŞ,Dizel,Yarı Otomatik,93.000,2016,358.000 TL;
Volkswagen,Golf,1.6 TDI BlueMotion Highline,HATASIZ 2018 VW GOLF 1.6 TDI+DSG+HİGHLİ­NE+HAYALET+CAM TAVAN,Dizel,Yarı Otomatik,16.500,2018,230.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,2017 görünümlü A3,Dizel,Yarı Otomatik,65.800,2014,148.000 TL;
Audi,A3,A3 Sportback 1.6 TDI,HATASIZ !!! KAZASIZ !!! 2019 MODEL 9000 KMDE DİZEL 1.6TDI,Dizel,Yarı Otomatik,9.000,2019,263.000 TL;
BMW,1 Serisi,116d M Plus,UMR MOTORS 2015 BMW 1.16D M PLUS,Dizel,Yarı Otomatik,115.000,2015,180.900 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,TAŞİN OTOMOTİV den Darbesiz&Boyasız Passat,Dizel,Yarı Otomatik,46.000,2016,240.000 TL;
Toyota,Corolla,1.4 D-4D Touch,KAZIMOĞULLARINDAN TOYOTA COROLLA 1.4 D 4,Dizel,Yarı Otomatik,113.000,2014,104.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,By ASRIN TEMİZ ÖTESİ SADECE 131.000 KM HATASIZ 2.0 TDİ 177 HP,Dizel,Yarı Otomatik,132.000,2012,193.000 TL;
Audi,A4,A4 Sedan 2.0 TDI,FIRSAT ARACI BEYAZ KELEBEK,Dizel,Yarı Otomatik,225.000,2014,172.000 TL;
Volkswagen,Passat,1.6 TDI BlueMotion Highline,HY OTOMOTİV 2017 PASSAT 1.6 TDİ HİGHLİNE DSG - HAYALET - BOYASIZ,Dizel,Yarı Otomatik,33.000,2017,267.000 TL;
Skoda,Rapid,1.4 TDI GreenTec Ambition,2017 SKODA RAPID AMBITION DİZEL OTM %30 PEŞİN 12-48 AY TAKSİTLE,Dizel,Yarı Otomatik,70.000,2017,126.950 TL;
Citroën,C4,1.6 HDi SX PK,Tertemiz kuruş masrafsız bakımlı,Dizel,Yarı Otomatik,265.000,2008,51.000 TL;
Volkswagen,Jetta,1.6 TDI Comfortline,2014 Hatasız Jetta Daha Temizi Ve Uygunu Yoktur Fırsat Aracı,Dizel,Yarı Otomatik,230.000,2014,111.500 TL;
Volkswagen,Passat,2.0 TDI Comfortline,Araba fazlalıgından satıcılık acil,Dizel,Yarı Otomatik,190.000,2010,124.750 TL;
Ford,Focus,1.5 TDCi Trend X,SAHİBİNDEN 45 BİN KM DE SIFIR AYARINDA POWERSHİFT TAKASLI,Dizel,Yarı Otomatik,45.000,2016,118.750 TL;
Mercedes - Benz,E Serisi,E 200 CDI Avantgarde,AKDAGLAR AUTO'DAN SIFIR KIVAMINDA ÇIFT RENK NOKTA HATASIZ,Dizel,Yarı Otomatik,200.000,2004,135.750 TL;
Peugeot,508,1.6 e-HDi Active,Tertemiz inci siyah,Dizel,Yarı Otomatik,210.000,2013,125.000 TL;
